"id","wwmeasureid","submited_datetime","analysisdate","reportdate","fractionAnalyzed","value","notes","covtype_id","sampleid_id"
1258,PAF_10022022_covN2_PE-COD,2022-04-05 22:52:23,2022-02-14,2022-02-14,liquid,44013750000,"",9,24
1259,PAF_14022022_covE_PE-COD,2022-04-05 22:53:00,2022-02-14,2022-02-14,liquid,9149392097,"",3,78
1260,PAF_14022022_covN2_PE-COD,2022-04-05 22:53:00,2022-02-14,2022-02-14,liquid,21032066869,"",9,78
1261,PAF_17022022_covE_PE-COD,2022-04-05 22:55:02,2022-02-21,2022-02-21,liquid,17532608696,"",3,28
1262,PAF_17022022_covN2_PE-COD,2022-04-05 22:55:02,2022-02-21,2022-02-21,liquid,10271739130,"",9,28
1263,PAF_21022022_covE_PE-COD,2022-04-05 22:55:41,2022-02-21,2022-02-21,liquid,13122386760,"",3,83
1264,PAF_21022022_covN2_PE-COD,2022-04-05 22:55:41,2022-02-21,2022-02-21,liquid,20075958188,"",9,83
1265,PAF_24022022_covE_PE-COD,2022-04-05 22:56:45,2022-02-28,2022-02-28,liquid,18472935780,"",3,150
1266,PAF_24022022_covN2_PE-COD,2022-04-05 22:56:45,2022-02-28,2022-02-28,liquid,16883486239,"",9,150
1267,PAF_28022022_covE_PE-COD,2022-04-05 22:57:20,2022-02-28,2022-02-28,liquid,11715567010,"",3,8
1268,PAF_28022022_covN2_PE-COD,2022-04-05 22:57:20,2022-02-28,2022-02-28,liquid,14267793814,"",9,8
1269,PAF_03032022_covE_PE-COD,2022-04-05 22:57:56,2022-03-07,2022-03-07,liquid,2930407801,"",3,156
1270,PAF_03032022_covN2_PE-COD,2022-04-05 22:57:56,2022-03-07,2022-03-07,liquid,19039361702,"",9,156
1271,PAF_08032022_covE_PE-COD,2022-04-05 22:58:42,2022-03-08,2022-03-08,liquid,17194020619,"",3,36
1272,PAF_08032022_covN2_PE-COD,2022-04-05 22:58:42,2022-03-08,2022-03-08,liquid,18720412371,"",9,36
1273,PAF_10032022_covE_PE-COD,2022-04-05 22:59:52,2022-03-14,2022-03-14,liquid,42313922356,"",3,40
1274,PAF_10032022_covN2_PE-COD,2022-04-05 22:59:52,2022-03-14,2022-03-14,liquid,21490510040,"",9,40
1275,PAF_14032022_covE_PE-COD,2022-04-05 23:00:25,2022-03-14,2022-03-14,liquid,67230818414,"",3,88
1276,PAF_14032022_covN2_PE-COD,2022-04-05 23:00:25,2022-03-14,2022-03-14,liquid,18163526624,"",9,88
1277,PAF_17032022_covE_PE-COD,2022-04-05 23:00:57,2022-03-21,2022-03-21,liquid,63230446025,"",3,106
1278,PAF_17032022_covN2_PE-COD,2022-04-05 23:00:57,2022-03-21,2022-03-21,liquid,9847160892,"",9,106
1279,PAF_21032022_covE_PE-COD,2022-04-05 23:01:37,2022-03-21,2022-03-21,liquid,157319267516,"",3,31
1280,PAF_21032022_covN2_PE-COD,2022-04-05 23:01:37,2022-03-21,2022-03-21,liquid,38040557325,"",9,31
1281,LIM_13122021_covE_PE-COD,2022-04-06 12:23:05,2021-12-13,2021-12-13,liquid,2585401460,"",3,272
1282,LIM_13122021_covN2_PE-COD,2022-04-06 12:23:05,2021-12-13,2021-12-13,liquid,5235036496,"",9,272
1283,LIM_09122021_covE_PE-COD,2022-04-06 12:24:22,2021-12-13,2021-12-13,liquid,912383178,"",3,265
1284,LIM_09122021_covN2_PE-COD,2022-04-06 12:24:22,2021-12-13,2021-12-13,liquid,2377336449,"",9,265
1285,LIM_06122021_covE_PE-COD,2022-04-06 12:26:47,2021-12-06,2021-12-06,liquid,1775842044,"",3,258
1286,LIM_06122021_covN2_PE-COD,2022-04-06 12:26:47,2021-12-06,2021-12-06,liquid,5110336818,"",9,258
1287,LIM_02122021_covE_PE-COD,2022-04-06 12:27:24,2021-12-06,2021-12-06,liquid,925768322,"",3,251
1288,LIM_02122021_covN2_PE-COD,2022-04-06 12:27:24,2021-12-06,2021-12-06,liquid,2691489362,"",9,251
1289,LIM_29112021_covE_PE-COD,2022-04-06 12:28:53,2021-11-29,2021-11-29,liquid,11283261803,"",3,244
1290,LIM_29112021_covN2_PE-COD,2022-04-06 12:28:53,2021-11-29,2021-11-29,liquid,24218884120,"",9,244
1291,LIM_25112021_covE_PE-COD,2022-04-06 12:29:40,2021-11-29,2021-11-29,liquid,10605381166,"",3,237
1292,LIM_25112021_covN2_PE-COD,2022-04-06 12:29:40,2021-11-29,2021-11-29,liquid,18596412556,"",9,237
1293,LIM_22112021_covE_PE-COD,2022-04-06 21:21:45,2021-11-22,2021-11-22,liquid,44294404,"",3,230
1294,LIM_22112021_covN2_PE-COD,2022-04-06 21:21:45,2021-11-22,2021-11-22,liquid,322506083,"",9,230
1295,LIM_18112021_covE_PE-COD,2022-04-06 21:22:33,2021-11-22,2021-11-22,liquid,262045760,"",3,224
1296,LIM_18112021_covN2_PE-COD,2022-04-06 21:22:33,2021-11-22,2021-11-22,liquid,423418573,"",9,224
1297,LIM_15112021_covE_PE-COD,2022-04-06 21:25:06,2021-11-15,2021-11-15,liquid,1301917808,"",3,217
1298,LIM_15112021_covN2_PE-COD,2022-04-06 21:25:06,2021-11-15,2021-11-15,liquid,968904110,"",9,217
1299,LIM_11112021_covE_PE-COD,2022-04-06 21:26:35,2021-11-15,2021-11-15,liquid,1370769231,"",3,205
1300,LIM_11112021_covN2_PE-COD,2022-04-06 21:26:35,2021-11-15,2021-11-15,liquid,2630769231,"",9,205
1301,LIM_08112021_covE_PE-COD,2022-04-06 21:33:06,2021-11-08,2021-11-08,liquid,275000000,"",3,201
1302,LIM_08112021_covN2_PE-COD,2022-04-06 21:33:06,2021-11-08,2021-11-08,liquid,3958598726,"",9,201
1303,LIM_04112021_covE_PE-COD,2022-04-06 21:33:51,2021-11-08,2021-11-08,liquid,102241379,"",3,195
1304,LIM_04112021_covN2_PE-COD,2022-04-06 21:33:51,2021-11-08,2021-11-08,liquid,5241379310,"",9,195
1305,LIM_01112021_covE_PE-COD,2022-04-06 21:34:34,2021-11-01,2021-11-01,liquid,12032133676,"",3,190
1306,LIM_01112021_covN2_PE-COD,2022-04-06 21:34:34,2021-11-01,2021-11-01,liquid,28984575835,"",9,190
1307,LIM_28102021_covE_PE-COD,2022-04-06 21:41:39,2021-11-01,2021-11-01,liquid,12764637002,"",3,185
1308,LIM_28102021_covN2_PE-COD,2022-04-06 21:41:39,2021-11-01,2021-11-01,liquid,24215456674,"",9,185
1309,LIM_25102021_covE_PE-COD,2022-04-06 21:42:19,2021-10-25,2021-10-25,liquid,2119047619,"",3,180
1310,LIM_25102021_covN2_PE-COD,2022-04-06 21:42:19,2021-10-25,2021-10-25,liquid,2404761905,"",9,180
1311,LIM_21102021_covE_PE-COD,2022-04-06 21:46:21,2021-10-25,2021-10-25,liquid,2227086183,"",3,173
1312,LIM_21102021_covN2_PE-COD,2022-04-06 21:46:21,2021-10-25,2021-10-25,liquid,5838577291,"",9,173
1313,LIM_18102021_covE_PE-COD,2022-04-06 21:47:04,2021-10-18,2021-10-18,liquid,633041575,"",3,169
1314,LIM_18102021_covN2_PE-COD,2022-04-06 21:47:04,2021-10-18,2021-10-18,liquid,317724289,"",9,169
1315,LIM_14102021_covE_PE-COD,2022-04-06 21:47:44,2021-10-18,2021-10-18,liquid,1410564663,"",3,162
1316,LIM_14102021_covN2_PE-COD,2022-04-06 21:47:44,2021-10-18,2021-10-18,liquid,1697085610,"",9,162
1317,LIM_11102021_covE_PE-COD,2022-04-06 21:48:45,2021-10-11,2021-10-11,liquid,1715723270,"",3,142
1318,LIM_11102021_covN2_PE-COD,2022-04-06 21:48:45,2021-10-11,2021-10-11,liquid,6952830189,"",9,142
1319,LIM_07102021_covE_PE-COD,2022-04-06 21:49:30,2021-10-11,2021-10-11,liquid,2043880208,"",3,135
1320,LIM_07102021_covN2_PE-COD,2022-04-06 21:49:30,2021-10-11,2021-10-11,liquid,4027031250,"",9,135
1321,LIM_31032022_covN2_gc/L,2022-04-08 16:53:06,2022-04-04,2022-04-04,liquid,278450.0,"",1,342
1322,LIM_31032022_covE_gc/L,2022-04-08 16:53:06,2022-04-04,2022-04-04,liquid,156650.0,"",2,342
1323,LIM_04042022_covN2_gc/L,2022-04-08 16:53:50,2022-04-04,2022-04-04,liquid,207000.0,"",1,343
1324,LIM_04042022_covE_gc/L,2022-04-08 16:53:50,2022-04-04,2022-04-04,liquid,147300.0,"",2,343
1325,LAR_31032022_covN2_gc/L,2022-04-08 16:55:10,2022-04-04,2022-04-04,liquid,153350.0,"",1,344
1326,LAR_31032022_covE_gc/L,2022-04-08 16:55:10,2022-04-04,2022-04-04,liquid,159350.0,"",2,344
1327,LAR_04042022_covN2_gc/L,2022-04-08 16:55:44,2022-04-04,2022-04-04,liquid,86440.0,"",1,345
1328,LAR_04042022_covE_gc/L,2022-04-08 16:55:44,2022-04-04,2022-04-04,liquid,96700.0,"",2,345
1329,ANT_31032022_covN2_gc/L,2022-04-08 16:56:54,2022-04-04,2022-04-04,liquid,228950.0,"",1,346
1330,ANT_31032022_covE_gc/L,2022-04-08 16:56:54,2022-04-04,2022-04-04,liquid,255635.0,"",2,346
1331,ANT_04042022_covN2_gc/L,2022-04-08 16:57:24,2022-04-04,2022-04-04,liquid,410100.0,"",1,347
1332,ANT_04042022_covE_gc/L,2022-04-08 16:57:24,2022-04-04,2022-04-04,liquid,228500.0,"",2,347
1333,VAT_31032022_covN2_gc/L,2022-04-08 16:58:06,2022-04-04,2022-04-04,liquid,188150.0,"",1,348
1334,VAT_31032022_covE_gc/L,2022-04-08 16:58:06,2022-04-04,2022-04-04,liquid,100060.0,"",2,348
1335,VAT_04042022_covN2_gc/L,2022-04-08 16:58:41,2022-04-04,2022-04-04,liquid,160225.0,"",1,349
1336,VAT_04042022_covE_gc/L,2022-04-08 16:58:41,2022-04-04,2022-04-04,liquid,138000.0,"",2,349
1339,PAF_04042022_covN2_gc/L,2022-04-08 17:00:42,2022-04-04,2022-04-04,liquid,63683.0,"",1,351
1340,PAF_04042022_covE_gc/L,2022-04-08 17:00:42,2022-04-04,2022-04-04,liquid,76056.0,"",2,351
1341,PAR_31032022_covN2_gc/L,2022-04-08 17:01:43,2022-04-04,2022-04-04,liquid,118550.0,"",1,352
1342,PAR_31032022_covE_gc/L,2022-04-08 17:01:43,2022-04-04,2022-04-04,liquid,79095.0,"",2,352
1343,PAR_04042022_covN2_gc/L,2022-04-08 17:02:19,2022-04-04,2022-04-04,liquid,256100.0,"",1,353
1344,PAR_04042022_covE_gc/L,2022-04-08 17:02:19,2022-04-04,2022-04-04,liquid,139450.0,"",2,353
1345,AYI_31032022_covN2_gc/L,2022-04-08 17:02:57,2022-04-04,2022-04-04,liquid,168200.0,"",1,354
1346,AYI_31032022_covE_gc/L,2022-04-08 17:02:57,2022-04-04,2022-04-04,liquid,95335.0,"",2,354
1347,AYI_04042022_covN2_gc/L,2022-04-08 17:03:34,2022-04-04,2022-04-04,liquid,99170.0,"",1,355
1348,AYI_04042022_covE_gc/L,2022-04-08 17:03:34,2022-04-04,2022-04-04,liquid,51095.0,"",2,355
1349,LAR_24032022_covE_PE-COD,2022-04-12 12:10:47,2022-03-28,2022-03-28,liquid,14051217039,"",3,356
1350,LAR_24032022_covN2_PE-COD,2022-04-12 12:10:47,2022-03-28,2022-03-28,liquid,14830476673,"",9,356
1351,LAR_28032022_covE_PE-COD,2022-04-12 12:11:27,2022-03-28,2022-03-28,liquid,5095884146,"",3,357
1352,LAR_28032022_covN2_PE-COD,2022-04-12 12:11:27,2022-03-28,2022-03-28,liquid,19194105691,"",9,357
1353,LAR_31032022_covE_PE-COD,2022-04-12 12:12:09,2022-04-04,2022-04-04,liquid,27008474576,"",3,358
1354,LAR_31032022_covN2_PE-COD,2022-04-12 12:12:09,2022-04-04,2022-04-04,liquid,25991525424,"",9,358
1355,LAR_04042022_covE_PE-COD,2022-04-12 12:12:46,2022-04-04,2022-04-04,liquid,20338432122,"",3,359
1356,LAR_04042022_covN2_PE-COD,2022-04-12 12:12:46,2022-04-04,2022-04-04,liquid,18180497132,"",9,359
1357,PAR_24032022_covE_PE-COD,2022-04-12 12:16:37,2022-03-28,2022-03-28,liquid,7537573099,"",3,360
1358,PAR_24032022_covN2_PE-COD,2022-04-12 12:16:37,2022-03-28,2022-03-28,liquid,29314035088,"",9,360
1359,PAR_28032022_covE_PE-COD,2022-04-12 12:17:15,2022-03-28,2022-03-28,liquid,72754205607,"",3,361
1360,PAR_28032022_covN2_PE-COD,2022-04-12 12:17:15,2022-03-28,2022-03-28,liquid,158574766355,"",9,361
1361,PAR_31032022_covE_PE-COD,2022-04-12 12:18:01,2022-04-04,2022-04-04,liquid,35367682927,"",3,362
1362,PAR_31032022_covN2_PE-COD,2022-04-12 12:18:01,2022-04-04,2022-04-04,liquid,53010162602,"",9,362
1363,AYI_24032022_covE_PE-COD,2022-04-12 12:19:14,2022-03-28,2022-03-28,liquid,43155154639,"",3,363
1364,AYI_24032022_covN2_PE-COD,2022-04-12 12:19:14,2022-03-28,2022-03-28,liquid,57134793814,"",9,363
1365,AYI_28032022_covE_PE-COD,2022-04-12 12:19:58,2022-03-28,2022-03-28,liquid,9004038462,"",3,364
1366,AYI_28032022_covN2_PE-COD,2022-04-12 12:19:58,2022-03-28,2022-03-28,liquid,13476923077,"",9,364
1367,AYI_31032022_covE_PE-COD,2022-04-12 12:20:36,2022-04-04,2022-04-04,liquid,49466273585,"",3,365
1368,AYI_31032022_covN2_PE-COD,2022-04-12 12:20:36,2022-04-04,2022-04-04,liquid,87273584906,"",9,365
1369,LIM_07042022_covN2_gc/L,2022-04-14 14:55:22,2022-04-11,2022-04-11,liquid,49820.0,"",1,366
1370,LIM_07042022_covE_gc/L,2022-04-14 14:55:22,2022-04-11,2022-04-11,liquid,116240.0,"",2,366
1371,LIM_11042022_covN2_gc/L,2022-04-14 14:56:17,2022-04-11,2022-04-11,liquid,48950.0,"",1,367
1372,LIM_11042022_covE_gc/L,2022-04-14 14:56:17,2022-04-11,2022-04-11,liquid,45930.0,"",2,367
1373,LAR_07042022_covN2_gc/L,2022-04-14 14:57:25,2022-04-11,2022-04-11,liquid,59360.0,"",1,368
1374,LAR_07042022_covE_gc/L,2022-04-14 14:57:25,2022-04-11,2022-04-11,liquid,124465.0,"",2,368
1375,LAR_11042022_covN2_gc/L,2022-04-14 14:58:59,2022-04-11,2022-04-11,liquid,120315.0,"",1,369
1376,LAR_11042022_covE_gc/L,2022-04-14 14:58:59,2022-04-11,2022-04-11,liquid,49900.0,"",2,369
1377,ANT_07042022_covN2_gc/L,2022-04-14 15:00:42,2022-04-11,2022-04-11,liquid,302950.0,"",1,370
1378,ANT_07042022_covE_gc/L,2022-04-14 15:00:42,2022-04-11,2022-04-11,liquid,130800.0,"",2,370
1379,ANT_11042022_covN2_gc/L,2022-04-14 15:01:24,2022-04-11,2022-04-11,liquid,111300.0,"",1,371
1380,ANT_11042022_covE_gc/L,2022-04-14 15:01:24,2022-04-11,2022-04-11,liquid,119000.0,"",2,371
1381,VAT_07042022_covN2_gc/L,2022-04-14 15:04:59,2022-04-11,2022-04-11,liquid,226000.0,"",1,372
1382,VAT_07042022_covE_gc/L,2022-04-14 15:04:59,2022-04-11,2022-04-11,liquid,271700.0,"",2,372
1383,VAT_11042022_covN2_gc/L,2022-04-14 15:05:55,2022-04-11,2022-04-11,liquid,366600.0,"",1,373
1384,VAT_11042022_covE_gc/L,2022-04-14 15:05:55,2022-04-11,2022-04-11,liquid,313500.0,"",2,373
1385,PAF_07042022_covN2_gc/L,2022-04-14 15:48:04,2022-04-11,2022-04-11,liquid,2577.0,"",1,374
1386,PAF_07042022_covE_gc/L,2022-04-14 15:48:04,2022-04-11,2022-04-11,liquid,8530.0,"",2,374
1387,PAF_11042022_covN2_gc/L,2022-04-14 15:49:35,2022-04-11,2022-04-11,liquid,29580.0,"",1,375
1388,PAF_11042022_covE_gc/L,2022-04-14 15:49:35,2022-04-11,2022-04-11,liquid,15838.0,"",2,375
1389,PAR_07042022_covN2_gc/L,2022-04-14 15:50:35,2022-04-11,2022-04-11,liquid,131605.0,"",1,376
1390,PAR_07042022_covE_gc/L,2022-04-14 15:50:35,2022-04-11,2022-04-11,liquid,225050.0,"",2,376
1391,PAR_11042022_covN2_gc/L,2022-04-14 15:51:13,2022-04-11,2022-04-11,liquid,120595.0,"",1,377
1392,PAR_11042022_covE_gc/L,2022-04-14 15:51:13,2022-04-11,2022-04-11,liquid,140850.0,"",2,377
1393,AYI_07042022_covN2_gc/L,2022-04-14 15:51:59,2022-04-11,2022-04-11,liquid,57310.0,"",1,378
1394,AYI_07042022_covE_gc/L,2022-04-14 15:51:59,2022-04-11,2022-04-11,liquid,142950.0,"",2,378
1395,AYI_11042022_covN2_gc/L,2022-04-14 15:52:50,2022-04-11,2022-04-11,liquid,98260.0,"",1,379
1396,AYI_11042022_covE_gc/L,2022-04-14 15:52:50,2022-04-11,2022-04-11,liquid,176250.0,"",2,379
1397,LIM_14042022_covN2_gc/L,2022-04-27 11:39:15,2022-04-18,2022-04-18,liquid,16860.0,"",1,380
1398,LIM_14042022_covE_gc/L,2022-04-27 11:39:15,2022-04-18,2022-04-18,liquid,281450.0,"",2,380
1399,LIM_18042022_covN2_gc/L,2022-04-27 11:40:01,2022-04-18,2022-04-18,liquid,19543.5,"",1,381
1400,LIM_18042022_covE_gc/L,2022-04-27 11:40:01,2022-04-18,2022-04-18,liquid,312900.0,"",2,381
1401,LAR_14042022_covN2_gc/L,2022-04-27 11:58:20,2022-04-18,2022-04-18,liquid,39720.0,"",1,382
1402,LAR_14042022_covE_gc/L,2022-04-27 11:58:20,2022-04-18,2022-04-18,liquid,246950.0,"",2,382
1403,LAR_18042022_covN2_gc/L,2022-04-27 11:59:04,2022-04-18,2022-04-18,liquid,9765.0,"",1,383
1404,LAR_18042022_covE_gc/L,2022-04-27 11:59:04,2022-04-18,2022-04-18,liquid,208400.0,"",2,383
1405,ANT_14042022_covN2_gc/L,2022-04-27 12:00:06,2022-04-18,2022-04-18,liquid,9480.0,"",1,384
1406,ANT_14042022_covE_gc/L,2022-04-27 12:00:06,2022-04-18,2022-04-18,liquid,225300.0,"",2,384
1407,ANT_18042022_covN2_gc/L,2022-04-27 12:00:47,2022-04-18,2022-04-18,liquid,23470.0,"",1,385
1408,ANT_18042022_covE_gc/L,2022-04-27 12:00:47,2022-04-18,2022-04-18,liquid,425650.0,"",2,385
1409,VAT_14042022_covN2_gc/L,2022-04-27 12:03:12,2022-04-18,2022-04-18,liquid,46815.0,"",1,386
1410,VAT_14042022_covE_gc/L,2022-04-27 12:03:12,2022-04-18,2022-04-18,liquid,195890.0,"",2,386
1411,VAT_18042022_covN2_gc/L,2022-04-27 12:03:52,2022-04-18,2022-04-18,liquid,72950.0,"",1,387
1412,VAT_18042022_covE_gc/L,2022-04-27 12:03:52,2022-04-18,2022-04-18,liquid,210850.0,"",2,387
1413,PAF_14042022_covN2_gc/L,2022-04-27 12:04:51,2022-04-18,2022-04-18,liquid,4134.0,"",1,388
1414,PAF_14042022_covE_gc/L,2022-04-27 12:04:51,2022-04-18,2022-04-18,liquid,139714.0,"",2,388
1415,PAF_18042022_covN2_gc/L,2022-04-27 12:07:19,2022-04-18,2022-04-18,liquid,4579.0,"",1,389
1416,PAF_18042022_covE_gc/L,2022-04-27 12:07:19,2022-04-18,2022-04-18,liquid,12491.0,"",2,389
1417,PAR_14042022_covN2_gc/L,2022-04-27 12:10:16,2022-04-18,2022-04-18,liquid,16475.0,"",1,390
1418,PAR_14042022_covE_gc/L,2022-04-27 12:10:16,2022-04-18,2022-04-18,liquid,28350.0,"",2,390
1419,PAR_18042022_covN2_gc/L,2022-04-27 12:11:19,2022-04-18,2022-04-18,liquid,6084.0,"",1,391
1420,PAR_18042022_covE_gc/L,2022-04-27 12:11:19,2022-04-18,2022-04-18,liquid,26810.0,"",2,391
1421,AYI_14042022_covN2_gc/L,2022-04-27 12:12:07,2022-04-18,2022-04-18,liquid,16860.0,"",1,392
1422,AYI_14042022_covE_gc/L,2022-04-27 12:12:07,2022-04-18,2022-04-18,liquid,59330.0,"",2,392
1423,AYI_18042022_covN2_gc/L,2022-04-27 12:13:15,2022-04-18,2022-04-18,liquid,19543.0,"",1,393
1424,AYI_18042022_covE_gc/L,2022-04-27 12:13:15,2022-04-18,2022-04-18,liquid,138100.0,"",2,393
1425,LAR_07042022_covE_PE-COD,2022-04-28 16:28:22,2022-04-11,2022-04-11,liquid,9935522496,"",3,394
1426,LAR_07042022_covN2_PE-COD,2022-04-28 16:28:22,2022-04-11,2022-04-11,liquid,4738461538,"",9,394
1427,LAR_11042022_covE_PE-COD,2022-04-28 16:28:57,2022-04-11,2022-04-11,liquid,4222307692,"",3,395
1428,LAR_11042022_covN2_PE-COD,2022-04-28 16:28:57,2022-04-11,2022-04-11,liquid,10180500000,"",9,395
1429,ANT_21032022_covE_PE-COD,2022-04-28 16:29:55,2022-03-21,2022-03-21,liquid,102776710684,"",3,396
1430,ANT_21032022_covN2_PE-COD,2022-04-28 16:29:55,2022-03-21,2022-03-21,liquid,107187274910,"",9,396
1431,ANT_24032022_covE_PE-COD,2022-04-28 16:30:39,2022-03-28,2022-03-28,liquid,34481525626,"",3,397
1432,ANT_24032022_covN2_PE-COD,2022-04-28 16:30:39,2022-03-28,2022-03-28,liquid,50234207390,"",9,397
1433,ANT_28032022_covE_PE-COD,2022-04-28 16:31:29,2022-03-28,2022-03-28,liquid,32080862534,"",3,398
1434,ANT_28032022_covN2_PE-COD,2022-04-28 16:31:29,2022-03-28,2022-03-28,liquid,46601752022,"",9,398
1435,ANT_31032022_covE_PE-COD,2022-04-28 16:32:18,2022-04-04,2022-04-04,liquid,33396496437,"",3,399
1436,ANT_31032022_covN2_PE-COD,2022-04-28 16:32:18,2022-04-04,2022-04-04,liquid,29910332542,"",9,399
1437,ANT_04042022_covE_PE-COD,2022-04-28 16:32:52,2022-04-04,2022-04-04,liquid,36061692970,"",3,400
1438,ANT_04042022_covN2_PE-COD,2022-04-28 16:32:52,2022-04-04,2022-04-04,liquid,64721664275,"",9,400
1439,ANT_07042022_covE_PE-COD,2022-04-28 16:33:26,2022-04-11,2022-04-11,liquid,27458015267,"",3,401
1440,ANT_07042022_covN2_PE-COD,2022-04-28 16:33:26,2022-04-11,2022-04-11,liquid,63596374046,"",9,401
1441,ANT_11042022_covE_PE-COD,2022-04-28 16:34:03,2022-04-11,2022-04-11,liquid,16632782719,"",3,402
1442,ANT_11042022_covN2_PE-COD,2022-04-28 16:34:03,2022-04-11,2022-04-11,liquid,15556543837,"",9,402
1443,VAT_28032022_covE_PE-COD,2022-04-28 16:36:20,2022-03-28,2022-03-28,liquid,31847222222,"",3,403
1444,VAT_28032022_covN2_PE-COD,2022-04-28 16:36:20,2022-03-28,2022-03-28,liquid,40840277778,"",9,403
1445,VAT_31032022_covE_PE-COD,2022-04-28 16:37:08,2022-04-04,2022-04-04,liquid,31847222222,"",3,404
1446,VAT_31032022_covN2_PE-COD,2022-04-28 16:37:08,2022-04-04,2022-04-04,liquid,40840277778,"",9,404
1447,LIM_21042022_covN2_gc/L,2022-04-29 14:48:12,2022-04-25,2022-04-25,liquid,33055.0,"",1,405
1448,LIM_21042022_covE_gc/L,2022-04-29 14:48:12,2022-04-25,2022-04-25,liquid,9559.0,"",2,405
1449,LIM_25042022_covN2_gc/L,2022-04-29 14:48:54,2022-04-25,2022-04-25,liquid,85520.0,"",1,406
1450,LIM_25042022_covE_gc/L,2022-04-29 14:48:54,2022-04-25,2022-04-25,liquid,37540.0,"",2,406
1451,LAR_21042022_covN2_gc/L,2022-04-29 14:49:51,2022-04-25,2022-04-25,liquid,20555.0,"",1,407
1452,LAR_21042022_covE_gc/L,2022-04-29 14:49:51,2022-04-25,2022-04-25,liquid,11700.0,"",2,407
1453,LAR_25042022_covN2_gc/L,2022-04-29 14:50:32,2022-04-25,2022-04-25,liquid,72595.0,"",1,408
1454,LAR_25042022_covE_gc/L,2022-04-29 14:50:32,2022-04-25,2022-04-25,liquid,17230.0,"",2,408
1455,ANT_21042022_covN2_gc/L,2022-04-29 14:51:19,2022-04-25,2022-04-25,liquid,57400.0,"",1,409
1456,ANT_21042022_covE_gc/L,2022-04-29 14:51:19,2022-04-25,2022-04-25,liquid,9899.0,"",2,409
1459,VAT_21042022_covN2_gc/L,2022-04-29 14:52:51,2022-04-25,2022-04-25,liquid,539850.0,"",1,411
1460,VAT_21042022_covE_gc/L,2022-04-29 14:52:51,2022-04-25,2022-04-25,liquid,227050.0,"",2,411
1461,VAT_25042022_covN2_gc/L,2022-04-29 14:54:46,2022-04-25,2022-04-25,liquid,51420.0,"",1,412
1462,VAT_25042022_covE_gc/L,2022-04-29 14:54:46,2022-04-25,2022-04-25,liquid,69000.0,"",2,412
1463,PAF_21042022_covN2_gc/L,2022-04-29 14:55:39,2022-04-25,2022-04-25,liquid,11426.0,"",1,413
1464,PAF_21042022_covE_gc/L,2022-04-29 14:55:39,2022-04-25,2022-04-25,liquid,8938.0,"",2,413
1465,PAF_25042022_covN2_gc/L,2022-04-29 14:56:16,2022-04-25,2022-04-25,liquid,10890.0,"",1,414
1466,PAF_25042022_covE_gc/L,2022-04-29 14:56:16,2022-04-25,2022-04-25,liquid,17932.0,"",2,414
1467,PAR_21042022_covN2_gc/L,2022-04-29 14:57:17,2022-04-25,2022-04-25,liquid,90100.0,"",1,415
1468,PAR_21042022_covE_gc/L,2022-04-29 14:57:17,2022-04-25,2022-04-25,liquid,22340.0,"",2,415
1473,AYI_21042022_covN2_gc/L,2022-04-29 14:59:33,2022-04-25,2022-04-25,liquid,90100.0,"",1,418
1474,AYI_21042022_covE_gc/L,2022-04-29 14:59:33,2022-04-25,2022-04-25,liquid,22340.0,"",2,418
1475,AYI_27042022_covN2_gc/L,2022-04-29 15:04:30,2022-04-27,2022-04-27,liquid,13460.0,"",1,417
1476,AYI_27042022_covE_gc/L,2022-04-29 15:04:30,2022-04-27,2022-04-27,liquid,9055.0,"",2,417
1477,PAR_27042022_covN2_gc/L,2022-04-29 15:04:51,2022-04-27,2022-04-27,liquid,13460.0,"",1,416
1478,PAR_27042022_covE_gc/L,2022-04-29 15:04:51,2022-04-27,2022-04-27,liquid,9055.0,"",2,416
1479,ANT_27042022_covN2_gc/L,2022-04-29 15:05:14,2022-04-27,2022-04-27,liquid,8523.0,"",1,410
1480,ANT_27042022_covE_gc/L,2022-04-29 15:05:14,2022-04-27,2022-04-27,liquid,31505.0,"",2,410
1481,LAR_28042022_covN2_gc/L,2022-05-06 12:30:48,2022-05-02,2022-05-02,liquid,30540.0,"",1,419
1482,LAR_28042022_covE_gc/L,2022-05-06 12:30:48,2022-05-02,2022-05-02,liquid,17540.0,"",2,419
1483,LAR_02052022_covN2_gc/L,2022-05-06 12:33:16,2022-05-02,2022-05-02,liquid,12290.0,"",1,420
1484,LAR_02052022_covE_gc/L,2022-05-06 12:33:16,2022-05-02,2022-05-02,liquid,14460.0,"",2,420
1485,ANT_28042022_covN2_gc/L,2022-05-06 12:34:48,2022-05-02,2022-05-02,liquid,56380.0,"",1,421
1486,ANT_28042022_covE_gc/L,2022-05-06 12:34:48,2022-05-02,2022-05-02,liquid,79400.0,"",2,421
1487,ANT_02052022_covN2_gc/L,2022-05-06 12:36:08,2022-05-02,2022-05-02,liquid,61480.0,"",1,422
1488,ANT_02052022_covE_gc/L,2022-05-06 12:36:08,2022-05-02,2022-05-02,liquid,21785.0,"",2,422
1489,VAT_28042022_covN2_gc/L,2022-05-06 12:55:26,2022-05-02,2022-05-02,liquid,82230.0,"",1,423
1490,VAT_28042022_covE_gc/L,2022-05-06 12:55:26,2022-05-02,2022-05-02,liquid,111395.0,"",2,423
